Word,Val,Val_z
snotty,2.85,-1.74
snout,4.48,-0.46
snow,6.78,1.35
snowball,6.86,1.41
snowboard,5.09,0.02
snowboarder,5.9,0.66
snowfall,6.35,1.01
snowflake,7.19,1.67
snowman,7.0,1.52
snowplow,5.05,-0.01
snowstorm,3.55,-1.19
snowy,6.59,1.2
snub,3.23,-1.44
snuff,3.58,-1.16
snug,5.63,0.44
snuggle,7.63,2.01
soak,6.05,0.77
soap,7.1,1.6
soapbox,4.9,-0.13
soapy,5.27,0.16
soar,6.6,1.2
sob,2.65,-1.89
sober,5.95,0.7
sobriety,6.0,0.73
soccer,5.84,0.61
sociable,6.43,1.07
social,6.08,0.8
socialism,4.0,-0.83
socialist,4.11,-0.75
socialite,4.95,-0.09
socialize,5.95,0.7
society,5.24,0.14
sociology,4.6,-0.36
sociopath,2.44,-2.06
sock,4.43,-0.5
socket,4.45,-0.48
sod,4.85,-0.17
soda,5.47,0.32
soda/pop,6.65,1.24
sodium,4.17,-0.7
sofa,6.26,0.94
soft,7.13,1.62
softball,5.53,0.37
soften,6.57,1.18
softener,6.14,0.84
softness,6.75,1.32
software,6.37,1.02
soggy,3.47,-1.25
soil,5.21,0.11
soiree,6.38,1.03
solace,6.37,1.02
solar,6.0,0.73
solarium,6.1,0.81
soldier,5.45,0.3
sole,4.9,-0.13
solemn,4.66,-0.32
solicit,3.59,-1.16
solicitation,4.2,-0.68
solicitor,3.32,-1.37
solid,5.65,0.46
solidarity,5.71,0.51
solitaire,5.62,0.44
solitary,4.65,-0.32
solitude,4.76,-0.24
solo,5.91,0.66
solution,6.3,0.97
solve,6.3,0.97
solvent,4.79,-0.21
somersault,6.37,1.02
son,6.91,1.45
sonar,5.32,0.2
song,7.59,1.98
songwriter,6.25,0.93
sonic,5.32,0.2
sonnet,5.86,0.62
soot,5.19,0.1
soothe,6.63,1.23
soothing,7.05,1.56
sophisticated,6.32,0.99
sophistication,6.71,1.29
sophomore,5.0,-0.05
soprano,4.95,-0.09
sorcerer,5.76,0.55
sorcery,5.14,0.06
sordid,3.38,-1.32
sore,2.8,-1.78
sorority,4.95,-0.09
sorrow,2.95,-1.66
sorrowful,3.43,-1.28
sorry,4.81,-0.2
soul,6.61,1.21
soulful,7.1,1.6
soulless,2.71,-1.85
sound,6.45,1.09
soundproof,5.77,0.55
soundtrack,6.0,0.73
soup,7.05,1.56
sour,3.95,-0.87
source,5.48,0.33
sourpuss,3.2,-1.46
south,6.11,0.82
southbound,5.14,0.06
southeast,5.8,0.58
southern,5.67,0.48
southpaw,5.32,0.2
southwest,5.8,0.58
souvenir,6.89,1.43
sovereign,4.96,-0.08
sovereignty,4.89,-0.14
soviet,4.1,-0.76
sow,5.11,0.04
soy,4.79,-0.21
soy sauce,6.81,1.37
soybean,5.43,0.29
spa,7.38,1.82
space,6.89,1.43
spacecraft,5.58,0.4
spaceman,6.14,0.84
spaceship,5.61,0.43
spacing,5.21,0.11
spacious,6.33,0.99
spade,5.48,0.33
spaghetti,6.91,1.45
spam,3.1,-1.54
span,5.74,0.53
spandex,4.6,-0.36
spaniel,5.67,0.48
spank,3.76,-1.02
spanking,3.0,-1.62
spar,5.43,0.29
spare,5.57,0.4
spareribs,6.14,0.84
spark,6.05,0.77
sparkle,7.1,1.6
sparkling,6.47,1.1
sparkly,6.7,1.28
sparrow,6.58,1.19
spasm,3.17,-1.49
spastic,3.95,-0.87
spatial,4.73,-0.26
spatter,4.1,-0.76
spatula,5.14,0.06
spawn,4.85,-0.17
speak,5.91,0.66
speakeasy,5.89,0.65
speaker,5.32,0.2
speakerphone,5.0,-0.05
spear,4.43,-0.5
spec,4.5,-0.44
special,7.5,1.91
specialist,5.52,0.36
specialize,6.23,0.91
specialty,5.48,0.33
species,5.26,0.15
specific,5.48,0.33
specify,5.53,0.37
specimen,4.4,-0.52
speck,4.33,-0.58
speckled,5.78,0.56
specs,5.16,0.08
spectacle,5.61,0.43
spectacular,7.5,1.91
spectator,5.58,0.4
spectral,5.53,0.37
spectrum,6.65,1.24
speculate,5.63,0.44
speculation,4.67,-0.31
speech,5.62,0.44
speechless,4.53,-0.42
speed,6.71,1.29
speedboat,7.0,1.52
speeding,3.68,-1.09
speedway,6.05,0.77
speedy,5.9,0.66
spell,6.18,0.88
spelling,5.75,0.54
spend,5.91,0.66
spender,5.38,0.25
sperm,5.47,0.32
spew,3.37,-1.33
sphere,6.21,0.9
sphincter,4.37,-0.54
sphinx,6.05,0.77
spic,3.37,-1.33
spice,6.55,1.17
spicy,6.32,0.99
spider,3.35,-1.34
spiffy,6.35,1.01
spike,4.23,-0.65
spill,3.63,-1.12
spin,4.9,-0.13
spinach,5.81,0.59
spinal,3.78,-1.01
spindle,4.44,-0.49
spine,5.33,0.21
spineless,2.95,-1.66
spinner,4.58,-0.38
spinster,4.14,-0.72
spiral,6.4,1.05
spirit,7.0,1.52
spirited,7.57,1.97
spiritual,5.82,0.59
spirituality,7.26,1.72
spit,3.0,-1.62
spiteful,2.89,-1.71
spitfire,5.18,0.09
spittoon,3.39,-1.31
splash,6.53,1.15
splat,3.79,-1.0
splatter,4.57,-0.39
spleen,4.47,-0.47
splendid,7.62,2.0
splendor,6.95,1.48
splice,4.74,-0.25
splint,3.58,-1.16
splinter,3.15,-1.5
split,4.5,-0.44
spoil,2.83,-1.75
spoils,3.42,-1.29
spokesman,4.9,-0.13
spokesperson,4.95,-0.09
sponge,5.45,0.3
sponsor,5.3,0.19
sponsorship,5.71,0.51
spontaneity,6.45,1.09
spontaneous,6.63,1.23
spook,3.7,-1.07
spooky,4.4,-0.52
spool,5.71,0.51
spoon,5.9,0.66
spoonful,5.29,0.18
sport,6.95,1.48
sporting,6.24,0.92
sports car,6.67,1.26
sportsman,5.89,0.65
sportsmanship,6.3,0.97
sportswriter,5.71,0.51
sporty,5.78,0.56
spot,5.12,0.04
spotless,6.05,0.77
spotlight,5.74,0.53
spotter,5.37,0.24
spotty,4.29,-0.61
spousal,6.0,0.73
spouse,7.44,1.86
spout,5.29,0.18
sprain,3.11,-1.53
spray,5.06,-0.0
spread,5.57,0.4
spreader,4.17,-0.7
spree,5.95,0.7
spring,7.64,2.02
springtime,7.64,2.02
sprinkle,6.72,1.3
sprinkler,5.86,0.62
sprint,5.67,0.48
sprite,5.85,0.62
Sprite,6.35,1.01
sprout,5.7,0.5
spruce,5.55,0.38
spud,5.05,-0.01
spunk,6.17,0.87
spunky,5.55,0.38
spur,5.0,-0.05
spy,4.68,-0.3
squabble,3.6,-1.15
squad,5.35,0.22
squadron,4.4,-0.52
squall,4.32,-0.58
squander,3.55,-1.19
square,5.11,0.04
squash,4.28,-0.61
squat,4.65,-0.32
squaw,4.71,-0.28
squawk,5.11,0.04
squeak,4.95,-0.09
squeaky,4.63,-0.34
squeal,5.14,0.06
squealer,3.48,-1.24
squeamish,3.63,-1.12
squeeze,4.85,-0.17
squid,4.62,-0.35
squint,4.4,-0.52
squire,4.67,-0.31
squirm,3.86,-0.94
squirrel,5.71,0.51
squirt,5.67,0.48
squish,3.11,-1.53
squishy,5.0,-0.05
stab,3.05,-1.58
stability,6.18,0.88
stabilize,5.86,0.62
stabilizer,5.67,0.48
stable,5.2,0.11
stack,5.33,0.21
stadium,5.53,0.37
staff,5.18,0.09
stag,5.16,0.08
stage,5.67,0.48
stagecoach,5.11,0.04
stagehand,4.76,-0.24
stagger,3.42,-1.29
stagnant,3.05,-1.58
stain,3.0,-1.62
stainless,5.85,0.62
stair,5.14,0.06
staircase,5.2,0.11
stairs,5.48,0.33
stairway,5.62,0.44
stairwell,5.67,0.48
stake,4.78,-0.22
stakeout,4.43,-0.5
stale,3.62,-1.13
stalemate,3.8,-0.99
stalk,3.89,-0.92
stalker,2.55,-1.97
stall,4.32,-0.58
stallion,6.35,1.01
stamina,6.55,1.17
stamp,5.8,0.58
stampede,4.48,-0.46
stance,6.1,0.81
stand,5.27,0.16
standard,4.76,-0.24
standardized,4.48,-0.46
standby,4.68,-0.3
standoff,3.37,-1.33
standpoint,5.1,0.03
standstill,4.74,-0.25
standup,6.0,0.73
staph,2.6,-1.93
staple,5.0,-0.05
stapler,5.25,0.15
star,7.47,1.89
star fruit,6.27,0.95
starboard,5.42,0.28
starch,4.95,-0.09
stardom,5.85,0.62
stardust,6.84,1.39
stare,4.45,-0.48
starfish,6.53,1.15
starlet,6.26,0.94
starlight,7.68,2.05
starling,5.53,0.37
starry,7.4,1.83
starship,6.32,0.99
start,6.41,1.06
starter,5.71,0.51
startle,4.65,-0.32
startled,4.53,-0.42
startling,5.17,0.08
starvation,1.72,-2.62
starve,2.53,-1.99
starving,2.86,-1.73
stash,5.24,0.14
stat,4.86,-0.16
state,5.73,0.52
stately,5.05,-0.01
statement,5.32,0.2
stateroom,5.64,0.45
stateside,4.84,-0.18
statesman,4.58,-0.38
static,4.41,-0.51
station,5.5,0.34
stationary,5.45,0.3
stationery,5.6,0.42
statistic,4.55,-0.4
statistical,5.1,0.03
statue,5.95,0.7
stature,5.7,0.5
status,4.89,-0.14
statute,5.18,0.09
statutory,4.37,-0.54
stay,6.14,0.84
STD,1.95,-2.44
stead,5.32,0.2
steadfast,6.68,1.27
steady,6.67,1.26
steak,6.2,0.89
steakhouse,6.94,1.47
steal,2.17,-2.27
stealing,2.75,-1.81
stealth,5.45,0.3
steam,5.4,0.26
steamboat,5.52,0.36
steamer,4.91,-0.12
steaming,5.05,-0.01
steamship,5.91,0.66
steamy,6.39,1.04
steel,4.95,-0.09
steep,5.32,0.2
steeple,5.62,0.44
steer,5.68,0.48
steering,4.9,-0.13
stellar,5.95,0.7
stem,5.1,0.03
stench,2.62,-1.92
stenographer,4.95,-0.09
step,5.68,0.48
stepdaughter,5.47,0.32
stepfather,3.72,-1.05
stepmother,3.67,-1.09
steps,4.95,-0.09
stepson,4.81,-0.2
stereo,7.1,1.6
stereotype,3.33,-1.36
sterile,4.57,-0.39
sterilize,5.59,0.41
sterling,5.89,0.65
stern,3.9,-0.91
sternum,4.45,-0.48
steroid,3.62,-1.13
stethoscope,5.14,0.06
stew,5.86,0.62
steward,5.06,-0.0
stewardess,5.9,0.66
stick,5.27,0.16
sticker,5.57,0.4
stickler,3.74,-1.04
stickup,2.95,-1.66
sticky,4.65,-0.32
stiff,4.29,-0.61
stigma,3.9,-0.91
stillness,5.19,0.1
stimulant,6.0,0.73
stimulate,7.38,1.82
stimulating,6.84,1.39
stimulation,5.14,0.06
stimulus,5.63,0.44
sting,2.55,-1.97
stinger,3.9,-0.91
stinging,3.57,-1.17
stingy,2.53,-1.99
stink,2.35,-2.13
stinker,3.3,-1.38
stinky,3.16,-1.49
stint,4.57,-0.39
stipend,6.05,0.77
stipulate,4.86,-0.16
stir,5.35,0.22
stitch,4.95,-0.09
stitching,4.68,-0.3
stock,5.5,0.34
stockade,2.67,-1.88
stockbroker,4.05,-0.8
stockholder,4.9,-0.13
stocking,5.33,0.21
stockings,6.21,0.9
stockpile,5.53,0.37
stockroom,4.86,-0.16
stoic,4.47,-0.47
stomach,4.53,-0.42
stomachache,2.16,-2.28
stomp,3.9,-0.91
stone,4.81,-0.2
stonewall,4.58,-0.38
stony,4.53,-0.42
stooge,3.3,-1.38
stool,4.47,-0.47
stoop,4.67,-0.31
stop,4.73,-0.26
stopover,4.5,-0.44
stopper,4.65,-0.32
stopwatch,5.05,-0.01
storage,4.95,-0.09
store,5.94,0.69
storefront,5.76,0.55
storeroom,5.43,0.29
storm,5.74,0.53
stormy,5.14,0.06
story,7.27,1.73
storybook,6.76,1.33
storyteller,6.67,1.26
storytelling,7.0,1.52
stout,5.29,0.18
stove,5.63,0.44
stow,5.0,-0.05
stowaway,4.35,-0.56
straddle,5.62,0.44
straighten,6.26,0.94
straightforward,6.14,0.84
strain,3.71,-1.06
straitjacket,2.71,-1.85
strand,5.0,-0.05
strange,4.72,-0.27
stranger,4.09,-0.76
strangle,3.0,-1.62
strangulation,2.79,-1.78
strap,5.1,0.03
strapless,5.65,0.46
strapping,4.77,-0.23
strategic,6.57,1.18
strategist,5.29,0.18
strategy,5.95,0.7
stratosphere,5.52,0.36
straw,5.89,0.65
strawberry,7.25,1.71
stray,4.14,-0.72
streak,5.37,0.24
stream,6.9,1.44
streamline,5.3,0.19
street,5.07,0.0
streetcar,5.44,0.3
streetlight,4.9,-0.13
strength,6.73,1.31
strengthen,7.21,1.68
strenuous,4.14,-0.72
strep,2.77,-1.8
stress,1.79,-2.57
stressful,2.62,-1.92
stretch,5.0,-0.05
stretcher,3.1,-1.54
stricken,2.79,-1.78
strict,3.65,-1.11
stride,5.81,0.59
strife,3.68,-1.09
strike,3.06,-1.57
strikeout,3.16,-1.49
striker,3.73,-1.05
string,5.25,0.15
strings,5.28,0.17
stringy,4.05,-0.8
strip,4.68,-0.3
stripe,5.24,0.14
striped,4.81,-0.2
stripper,5.19,0.1
striptease,5.32,0.2
strive,6.32,0.99
stroke,4.19,-0.69
stroll,6.25,0.93
stroller,5.75,0.54
strong,6.81,1.37
stronghold,5.44,0.3
structural,5.6,0.42
structure,5.68,0.48
strudel,6.11,0.82
struggle,3.0,-1.62
strut,5.6,0.42
stub,3.89,-0.92
stubborn,3.74,-1.04
stubbornness,3.61,-1.14
stubby,4.5,-0.44
stud,4.89,-0.14
student,6.41,1.06
studio,6.24,0.92
study,5.78,0.56
stuff,5.86,0.62
stuffed animal,7.21,1.68
stuffy,3.73,-1.05
stumble,3.76,-1.02
stump,4.62,-0.35
stun,4.55,-0.4
stunner,5.76,0.55
stunning,6.24,0.92
stunt,4.95,-0.09
stuntman,5.95,0.7
stupendous,6.95,1.48
stupid,2.84,-1.74
stupidity,2.71,-1.85
sturdy,6.19,0.88
stutter,2.95,-1.66
style,6.81,1.37
styling,5.7,0.5
stylish,5.68,0.48
stylist,6.0,0.73
suave,5.43,0.29
sub,5.0,-0.05
subatomic,5.53,0.37
subcommittee,5.1,0.03
subconscious,5.5,0.34
subdivision,4.74,-0.25
subdue,3.17,-1.49
subdued,3.58,-1.16
subdural,4.4,-0.52
subject,5.33,0.21
subjective,5.86,0.62
sublet,5.27,0.16
sublevel,4.95,-0.09
sublime,5.95,0.7
subliminal,5.19,0.1
submarine,6.0,0.73
submerge,4.47,-0.47
submersible,4.5,-0.44
submission,4.6,-0.36
submissive,4.67,-0.31
submit,3.9,-0.91
subordinate,4.44,-0.49
subpoena,2.64,-1.9
subscribe,5.43,0.29
subscriber,5.71,0.51
subscription,5.29,0.18
subsequent,5.16,0.08
subservient,3.67,-1.09
subside,5.42,0.28
subsidiary,4.8,-0.21
subspace,4.45,-0.48
substance,4.29,-0.61
substandard,3.33,-1.36
substantial,6.14,0.84
substantiate,5.37,0.24
substation,4.43,-0.5
substitute,4.91,-0.12
substitution,4.95,-0.09
subterranean,4.75,-0.25
subtext,4.53,-0.42
subtitle,5.41,0.27
subtle,5.62,0.44
subtlety,4.6,-0.36
subtract,4.25,-0.64
suburb,5.52,0.36
suburban,5.85,0.62
suburbia,5.52,0.36
subversive,4.1,-0.76
subway,5.44,0.3
succeed,7.05,1.56
success,7.49,1.9
successful,7.76,2.11
succession,4.52,-0.43
successor,6.11,0.82
succubus,3.67,-1.09
succulent,6.5,1.13
suck,3.71,-1.06
sucker,4.0,-0.83
suction,4.25,-0.64
suds,5.24,0.14
sue,2.18,-2.26
suede,5.36,0.23
suffer,2.05,-2.36
suffice,5.52,0.36
sufficient,6.1,0.81
suffocate,2.62,-1.92
suffocation,2.44,-2.06
sugar,6.56,1.17
suggest,5.55,0.38
suggestion,5.79,0.57
suggestive,4.95,-0.09
suicidal,2.15,-2.29
suicide,1.58,-2.73
suit,5.89,0.65
suitable,5.7,0.5
suitcase,5.25,0.15
suite,7.05,1.56
suitor,5.63,0.44
sulfate,4.63,-0.34
sulfur,4.5,-0.44
sulk,3.22,-1.45
sullen,2.84,-1.74
sully,3.89,-0.92
sultan,4.48,-0.46
sum,5.71,0.51
summarize,4.89,-0.14
summary,5.05,-0.01
summation,4.85,-0.17
summer,7.5,1.91
summerhouse,7.3,1.75
summertime,6.74,1.31
summit,5.5,0.34
summon,5.58,0.4
summons,3.6,-1.15
sumo,4.45,-0.48
sun,6.92,1.46
sunburn,2.76,-1.81
sundae,7.76,2.11
sundial,5.95,0.7
sundown,6.21,0.9
sunflower,6.45,1.09
sunglasses,6.72,1.3
sunken,4.42,-0.51
sunlight,7.46,1.88
sunny,7.95,2.26
sunrise,7.35,1.79
sunroof,6.47,1.1
sunscreen,5.77,0.55
sunset,7.46,1.88
sunshine,8.14,2.41
suntan,6.05,0.77
sunup,5.71,0.51
sup,5.53,0.37
super,7.05,1.56
superb,7.0,1.52
superficial,3.79,-1.0
superfluous,4.53,-0.42
superhero,6.89,1.43
superhuman,6.67,1.26
superintendent,4.86,-0.16
superior,6.37,1.02
superiority,4.95,-0.09
superman,6.52,1.14
supermarket,6.37,1.02
supermodel,5.53,0.37
supernatural,6.05,0.77
supernova,6.58,1.19
superposition,4.42,-0.51
superpower,7.14,1.63
superstar,5.94,0.69
superstition,4.84,-0.18
superstitious,4.75,-0.25
superstore,6.24,0.92
supervise,5.05,-0.01
supervision,4.26,-0.63
supervisor,4.28,-0.61
supper,6.72,1.3
suppertime,6.43,1.07
supple,5.76,0.55
supplement,5.43,0.29
supplemental,5.59,0.41
supplier,4.84,-0.18
supply,5.11,0.04
support,6.89,1.43
supporter,6.05,0.77
supportive,6.95,1.48
suppose,5.27,0.16
supposed,5.41,0.27
suppress,2.72,-1.84
suppression,3.68,-1.09
supremacy,3.48,-1.24
supreme,6.14,0.84
sure,6.64,1.24
surf,6.05,0.77
surface,5.62,0.44
surfboard,5.53,0.37
surfer,5.47,0.32
surge,5.0,-0.05
surgeon,5.05,-0.01
surgery,3.18,-1.48
surgical,3.95,-0.87
surly,3.9,-0.91
surname,5.1,0.03
surplus,5.68,0.48
surprise,7.44,1.86
surprised,6.57,1.18
surprising,6.75,1.32
surreal,6.65,1.24
surrender,3.73,-1.05
surrogate,5.27,0.16
surround,5.42,0.28
surroundings,6.37,1.02
surveillance,3.35,-1.34
survey,5.55,0.38
survival,7.05,1.56
survive,6.9,1.44
survivor,6.68,1.27
susceptible,3.67,-1.09
sushi,6.25,0.93
suspect,2.39,-2.1
suspend,4.32,-0.58
suspense,5.26,0.15
suspension,4.35,-0.56
suspicion,3.33,-1.36
suspicious,3.48,-1.24
sustain,5.68,0.48
sustenance,6.0,0.73
suture,4.36,-0.55
suv,4.75,-0.25
swab,4.7,-0.29
swag,5.37,0.24
swallow,5.57,0.4
swami,4.11,-0.75
swamp,4.42,-0.51
swank,4.84,-0.18
swap,5.24,0.14
swarm,3.76,-1.02
swastika,2.33,-2.14
swat,4.38,-0.54
sway,5.25,0.15
swear,3.44,-1.27
sweat,4.38,-0.54
sweater,6.19,0.88
sweatshirt,6.24,0.92
sweatshop,2.53,-1.99
sweaty,3.95,-0.87
sweep,5.27,0.16
sweeper,5.35,0.22
sweet,7.77,2.12
sweeten,6.26,0.94
sweetheart,7.84,2.18
sweetie,7.56,1.96
sweetness,7.37,1.81
swell,5.05,-0.01
swerve,4.33,-0.58
swift,5.83,0.6
swig,4.57,-0.39
swill,4.65,-0.32
swim,6.71,1.29
swimmer,6.26,0.94
swimming,7.2,1.68
swimsuit,6.05,0.77
swindle,3.0,-1.62
swindler,2.33,-2.14
swine,3.11,-1.53
swing,6.95,1.48
swinger,4.37,-0.54
swipe,4.47,-0.47
swirl,6.45,1.09
swish,5.79,0.57
switch,5.29,0.18
switchblade,3.45,-1.27
switchboard,4.86,-0.16
swivel,5.26,0.15
swoon,5.76,0.55
swoop,5.16,0.08
sword,5.27,0.16
swordfish,6.15,0.85
swordplay,4.94,-0.1
swordsman,5.25,0.15
sycamore,6.36,1.02
syllable,4.95,-0.09
syllabus,4.86,-0.16
symbiotic,5.7,0.5
symbol,5.67,0.48
symbolic,6.48,1.11
symbolism,6.62,1.22
symbolize,5.75,0.54
symmetrical,5.76,0.55
symmetry,5.27,0.16
sympathetic,6.67,1.26
sympathize,6.0,0.73
sympathy,6.57,1.18
symphonic,6.45,1.09
symphony,7.15,1.64
symposium,4.86,-0.16
symptom,3.33,-1.36
symptomatic,4.0,-0.83
synagogue,4.85,-0.17
synapse,5.42,0.28
synaptic,4.57,-0.39
sync,6.21,0.9
synchronize,6.26,0.94
syndicate,4.35,-0.56
syndrome,4.33,-0.58
synergy,5.42,0.28
synonymous,5.24,0.14
synthesizer,5.16,0.08
synthetic,4.76,-0.24
syphilis,2.17,-2.27
syringe,3.05,-1.58
syrup,6.44,1.08
system,5.5,0.34
systematic,4.62,-0.35
t-shirt,6.43,1.07
tab,5.09,0.02
tabasco,4.5,-0.44
tabernacle,5.65,0.46
table,5.49,0.33
tablecloth,5.33,0.21
tablet,6.21,0.9
tabloid,4.84,-0.18
taboo,4.53,-0.42
tack,4.42,-0.51
tackle,5.38,0.25
tacky,3.68,-1.09
taco,6.53,1.15
tact,5.71,0.51
tactful,6.18,0.88
tactic,5.7,0.5
tactical,5.05,-0.01
tad,5.45,0.3
tadpole,6.0,0.73
taffy,5.95,0.7
tag,4.79,-0.21
tail,5.3,0.19
tailgate,4.81,-0.2
taillight,5.11,0.04
tailor,5.29,0.18
tailpipe,4.67,-0.31
taint,3.77,-1.01
take,4.82,-0.19
takeoff,5.5,0.34
takeout,6.63,1.23
takeover,3.71,-1.06
taker,3.17,-1.49
talcum,5.45,0.3
tale,5.95,0.7
talent,6.3,0.97
talented,7.95,2.26
talisman,5.68,0.48
talk,6.64,1.24
talkative,5.56,0.39
talker,4.55,-0.4
tall,6.71,1.29
tally,4.74,-0.25
talon,5.06,-0.0
tambourine,6.1,0.81
tame,6.14,0.84
tamer,5.48,0.33
tamper,3.33,-1.36
tampon,3.1,-1.54
tan,6.05,0.77
tang,4.62,-0.35
tangerine,6.81,1.37
tangible,5.63,0.44
tangle,3.95,-0.87
tango,5.47,0.32
tank,4.71,-0.28
tank top,6.25,0.93
tanker,4.74,-0.25
tantrum,3.15,-1.5
tap,5.33,0.21
tape,5.5,0.34
tape measure,5.05,-0.01
tapestry,5.65,0.46
tapeworm,2.19,-2.25
tapioca,5.48,0.33
taps,4.79,-0.21
tar,3.9,-0.91
tarantula,3.37,-1.33
tardiness,2.95,-1.66
tardy,3.47,-1.25
target,5.24,0.14
tarmac,4.76,-0.24
tarot,3.9,-0.91
tarp,4.79,-0.21
tarry,4.68,-0.3
tart,5.43,0.29
tartar,4.52,-0.43
task,6.05,0.77
tassel,4.95,-0.09
taste,6.63,1.23
tasteful,6.89,1.43
tasteless,3.25,-1.42
tasty,6.89,1.43
tattler,2.84,-1.74
tattletale,2.95,-1.66
tattoo,4.45,-0.48
taunt,3.4,-1.31
taupe,4.7,-0.29
taut,4.25,-0.64
tavern,5.55,0.38
tawdry,3.9,-0.91
tawny,4.86,-0.16
tax,3.0,-1.62
taxi,4.79,-0.21
taxicab,5.0,-0.05
taxpayer,4.05,-0.8
tea,6.56,1.17
teach,7.06,1.57
teacher,7.37,1.81
teacup,6.5,1.13
teahouse,6.44,1.08
teal,5.7,0.5
team,5.91,0.66
teammate,6.2,0.89
teamwork,6.26,0.94
teapot,6.0,0.73
tear,3.14,-1.51
tearful,3.67,-1.09
tease,4.17,-0.7
teaspoon,5.25,0.15
teatime,6.4,1.05
tech,5.77,0.55
technical,5.0,-0.05
technicality,4.21,-0.67
technician,5.65,0.46
technique,7.0,1.52
techno,5.53,0.37
technological,5.3,0.19
technology,5.53,0.37
teddy bear,7.38,1.82
tedious,3.62,-1.13
tee,5.4,0.26
teeming,4.83,-0.18
teen,5.1,0.03
teenage,5.8,0.58
teenager,4.58,-0.38
teens,5.58,0.4
teensy,5.09,0.02
teeny,5.62,0.44
teeth,5.0,-0.05
teething,3.11,-1.53
telegram,5.27,0.16
telegraph,5.37,0.24
telekinesis,5.9,0.66
telemetry,5.0,-0.05
telepathic,5.9,0.66
telepathy,5.0,-0.05
telephone,5.71,0.51
telescope,6.75,1.32
telethon,3.11,-1.53
teletype,5.2,0.11
televised,6.0,0.73
television,7.18,1.66
tell,5.27,0.16
teller,5.33,0.21
temp,4.63,-0.34
temper,3.89,-0.92
temperament,4.67,-0.31
temperamental,3.86,-0.94
temperance,5.05,-0.01
temperature,5.58,0.4
tempest,4.52,-0.43
template,5.45,0.3
temple,5.3,0.19
tempo,5.59,0.41
temporal,4.57,-0.39
temporary,4.33,-0.58
tempt,5.0,-0.05
temptation,4.5,-0.44
tempting,6.05,0.77
temptress,4.68,-0.3
ten,5.16,0.08
tenacious,5.65,0.46
tenant,4.57,-0.39
tend,4.8,-0.21
tendency,4.85,-0.17
tender,6.47,1.1
tenderfoot,4.26,-0.63
tenderness,6.89,1.43
tendon,5.11,0.04
tenement,4.55,-0.4
tennis,5.4,0.26
tenor,5.48,0.33
tense,2.75,-1.81
tension,3.6,-1.15
tent,6.23,0.91
tentative,5.1,0.03
tenure,4.6,-0.36
tepee,6.29,0.96
tequila,6.27,0.95
teriyaki,6.57,1.18
term,5.57,0.4
terminal,4.27,-0.62
terminate,3.05,-1.58
termination,2.95,-1.66
terminator,5.43,0.29
terminology,5.67,0.48
termite,3.08,-1.56
terrace,5.33,0.21
terrain,5.53,0.37
terrible,2.1,-2.32
terrier,6.2,0.89
terrific,7.12,1.61
terrified,2.51,-2.0
terrify,2.84,-1.74
terrifying,2.63,-1.91
territorial,4.16,-0.71
territory,5.3,0.19
terror,2.75,-1.81
terrorism,1.6,-2.72
terrorist,2.35,-2.13
terrorize,2.5,-2.01
test,4.44,-0.49
testament,5.0,-0.05
testicle,4.19,-0.69
testicular,3.89,-0.92
testify,4.55,-0.4
testimonial,5.89,0.65
testimony,5.05,-0.01
testosterone,5.2,0.11
testy,3.55,-1.19
tetanus,3.33,-1.36
tether,4.32,-0.58
text,6.5,1.13
textbook,5.0,-0.05
textile,4.89,-0.14
texture,5.57,0.4
thank,7.77,2.12
thankful,7.76,2.11
thankless,3.63,-1.12
thanks,7.73,2.09
thanksgiving,6.79,1.35
thatch,5.2,0.11
thaw,4.95,-0.09
theater,6.14,0.84
theatrical,5.3,0.19
theatrics,5.45,0.3
theft,2.6,-1.93
theme,5.43,0.29
theology,4.95,-0.09
theoretical,4.8,-0.21
theory,5.65,0.46
therapeutic,6.29,0.96
therapist,4.43,-0.5
therapy,5.1,0.03
thermal,5.36,0.23
thermometer,5.22,0.12
thermos,5.79,0.57
thermostat,5.48,0.33
thesis,4.7,-0.29
thick,4.63,-0.34
thicket,4.33,-0.58
thickness,5.19,0.1
thief,2.32,-2.15
thigh,5.22,0.12
thin,5.47,0.32
thing,5.55,0.38
thingy,5.42,0.28
think,6.68,1.27
thinker,7.26,1.72
third,5.0,-0.05
thirst,4.14,-0.72
thirsty,4.48,-0.46
thirteen,5.11,0.04
thirty,4.74,-0.25
thistle,4.95,-0.09
thong,5.48,0.33
thorn,3.62,-1.13
thorny,3.1,-1.54
thorough,6.15,0.85
thoroughbred,6.47,1.1
thoroughfare,5.19,0.1
thought,6.76,1.33
thoughtful,7.26,1.72
thoughtless,4.05,-0.8
thousand,6.44,1.08
thrash,3.48,-1.24
thread,5.5,0.34
threat,2.63,-1.91
threaten,2.6,-1.93
three,5.43,0.29
threesome,5.89,0.65
threshold,5.53,0.37
thrift,5.72,0.51
thrill,7.37,1.81
thriller,5.75,0.54
thrilling,7.19,1.67
thrive,6.79,1.35
thriving,5.9,0.66
throat,4.76,-0.24
throbbing,3.68,-1.09
throes,4.5,-0.44
throne,5.45,0.3
throttle,5.55,0.38
throw,5.55,0.38
throwback,5.42,0.28
thrower,4.57,-0.39
thrust,5.75,0.54
thruster,4.56,-0.4
thud,4.24,-0.65
thug,2.52,-2.0
thumb,5.62,0.44
